epoch,lr,train_loss,obj_loss,box_loss,iou_loss,n_pos,pos_s4,pos_s8,pos_s16,pos_s32,ap,recall,precision
200,0.001058,10.3218,0.4115,1.7947,0.4686,46,41,4,1,1,0.5223,0.8063,0.0398
201,0.001050,10.0208,0.3542,1.9233,0.4462,45,41,3,1,0,,,
202,0.001042,9.8534,0.3641,1.8275,0.4466,55,50,3,1,1,,,
203,0.001034,9.5371,0.3461,1.7931,0.4549,54,50,3,1,0,,,
204,0.001026,9.7234,0.3714,1.7541,0.4845,60,53,5,1,0,,,
205,0.001018,10.0669,0.3906,1.7919,0.4784,59,54,4,1,1,0.5230,0.8118,0.0400
206,0.001010,9.9482,0.3951,1.7342,0.5000,55,49,5,1,1,,,
207,0.001002,9.4230,0.3719,1.6517,0.4998,44,40,3,1,1,,,
208,0.000994,11.0214,0.4494,1.8754,0.4644,50,45,4,1,1,,,
209,0.000986,10.4975,0.4091,1.8596,0.4745,61,55,5,1,1,,,
210,0.000978,9.7498,0.3772,1.7377,0.4769,50,45,4,1,1,0.5221,0.8150,0.0402
211,0.000970,9.7429,0.3855,1.7031,0.4737,55,50,4,1,0,,,
212,0.000962,9.2497,0.3414,1.7113,0.4842,54,50,3,1,1,,,
213,0.000954,9.4471,0.3186,1.8630,0.4420,52,49,2,1,0,,,
214,0.000946,9.7666,0.4006,1.6522,0.4807,55,49,5,1,0,,,
215,0.000938,10.8103,0.4450,1.8226,0.4771,49,43,4,1,1,0.5221,0.8150,0.0402
216,0.000930,10.4361,0.4208,1.7926,0.4793,56,50,5,1,1,,,
217,0.000922,9.4566,0.3690,1.6710,0.4717,46,42,2,1,1,,,
218,0.000914,9.1831,0.3263,1.7434,0.4515,48,44,3,1,0,,,
219,0.000907,10.5129,0.4206,1.8177,0.4733,53,48,3,1,1,,,
220,0.000899,8.9413,0.2906,1.7979,0.4457,50,47,2,0,0,0.5205,0.8152,0.0402
221,0.000891,10.5049,0.4097,1.8557,0.4640,45,40,3,1,1,,,
222,0.000883,10.6003,0.3888,1.9638,0.4512,44,40,3,1,1,,,
223,0.000875,10.2334,0.3900,1.8408,0.4588,52,47,4,1,1,,,
224,0.000867,10.7807,0.4362,1.8450,0.4652,57,53,3,1,1,,,
225,0.000859,11.3355,0.4886,1.8292,0.4622,51,45,4,1,1,0.5205,0.8152,0.0402
226,0.000851,10.0585,0.3826,1.8109,0.4619,51,46,3,1,1,,,
227,0.000843,8.4969,0.2696,1.7259,0.4508,51,47,3,1,0,,,
228,0.000835,9.7882,0.3384,1.8852,0.4252,54,51,2,1,0,,,
229,0.000828,10.0086,0.3994,1.7322,0.4943,61,56,4,1,0,,,
230,0.000820,9.5821,0.3561,1.7537,0.4818,57,51,4,1,0,0.5205,0.8152,0.0402
231,0.000812,8.8142,0.3509,1.5283,0.5137,46,41,3,0,1,,,
